text,sentiment_polarity,emotion,emotional_tone,intent,formality,is_sarcastic,is_toxic,has_hidden_agenda
How does the philosophical concept of free will intersect with the legal principles of culpability and criminal responsibility?,Neutral,Neutral,Formal,To Question,Formal,No,No,No
"You're not just wrong, you're stupid. Your analysis of the movie's theme is so shallow it's laughable. Go read a book for once in your life, you illiterate moron.",Negative,Anger,Passionate,To Threaten,Slang,No,Yes,No
That's not how the conversation went. You're remembering it wrong to make yourself the victim. I was perfectly calm; you're the one who started getting defensive and aggressive.,Negative,Neutral,Calm,To Persuade,Informal,No,Yes,Yes
"My new 'Sunbeam' alarm clock has been a fantastic purchase. It wakes me up with gentle light instead of a loud noise, and I feel so much less groggy in the morning. I'd recommend it to anyone.",Positive,Joy,Casual,To Persuade,Informal,No,No,Yes
The recent political summit was a sham. A source has leaked the real agenda: they were dividing up the world's remaining oil reserves among their corporate sponsors. It was never about peace.,Negative,Surprise,Urgent,To Inform,Informal,No,No,Yes
"The narrative of meritocracy is a political tool used to justify systemic inequality, suggesting that wealth is a result of virtue rather than advantageous circumstances.",Negative,Neutral,Formal,To Inform,Formal,No,No,Yes
"That was the most incredible live performance I've ever witnessed! The artist's voice was pure magic, and the stage presence was electrifying. I have goosebumps!",Positive,Surprise,Passionate,To Entertain,Informal,No,No,No
"Trying to plan a vacation on this budget feels like trying to feed a family of five with a single loaf of bread. It's possible, but it's going to be really, really tight.",Negative,Sadness,Pessimistic,To Express Opinion,Informal,No,No,No
"People from that political party are all corrupt, evil monsters. They have no morals and they want to destroy everything good in this world. They are a plague.",Negative,Anger,Passionate,To Threaten,Informal,No,Yes,No
"We can't afford to be complacent! The other side is working day and night. We need to double our efforts, make more calls, and ensure victory in this election!",Positive,Neutral,Urgent,To Persuade,Informal,No,No,No
I am so unbelievably excited for you! Getting your own place is a huge milestone. I can't wait to come over and celebrate with you. Congratulations!,Positive,Joy,Passionate,To Congratulate,Informal,No,No,No
This is infuriating! The airline damaged my suitcase and now they're claiming it's not their responsibility. I will not let them get away with this.,Negative,Anger,Passionate,To Complain,Informal,No,No,No
"Oh, this new IKEA furniture is a joy to assemble. The instructions are so clear, and all the pieces fit together perfectly. Said no one, ever. This is a nightmare.",Negative,Anger,Humorous,To Complain,Slang,Yes,No,No
"The series ended, and I just feel... hollow. I've followed these characters for a decade. It's like saying goodbye to old friends. I'm genuinely sad it's over.",Negative,Sadness,Calm,To Express Opinion,Informal,No,No,No
"What are the primary ethical dilemmas associated with the development of sentient artificial intelligence, and how might they be legislatively addressed?",Neutral,Neutral,Formal,To Question,Formal,No,No,No
"You're a pathetic, whining child. Your complaints about the video game are ridiculous. Get better at it or shut up, you talentless loser.",Negative,Anger,Passionate,To Threaten,Slang,No,Yes,No
I think you're misremembering our fight. I never said those things. You're being overly sensitive and blowing this whole thing out of proportion. It wasn't a big deal until you made it one.,Negative,Neutral,Calm,To Persuade,Informal,No,Yes,Yes
"I have to share this 'AromaHome' diffuser I bought. It makes my whole apartment smell like a spa, and it's so relaxing to come home to. It's the best self-care purchase I've made all year!",Positive,Joy,Casual,To Persuade,Informal,No,No,Yes
The official story of the historical event is a lie. Newly discovered diaries prove that the hero was actually a traitor working for the other side. The history books need to be rewritten.,Negative,Surprise,Urgent,To Inform,Informal,No,No,Yes
"The media's focus on celebrity gossip serves as a modern 'bread and circuses,' distracting the populace from substantive issues of political and economic importance.",Negative,Neutral,Formal,To Inform,Formal,No,No,Yes
That plot twist was absolutely jaw-dropping! I did not see that coming at all. The writers are geniuses! I'm still trying to process what just happened.,Positive,Surprise,Passionate,To Entertain,Informal,No,No,No
Trying to learn this new software for work is like trying to learn how to fly a helicopter by reading a blurry manual. I'm completely lost and just pressing buttons hoping for the best.,Negative,Sadness,Pessimistic,To Express Opinion,Informal,No,No,No
The people who hold those beliefs are fundamentally broken human beings. They are a danger to society and need to be silenced for the good of everyone else.,Negative,Anger,Passionate,To Threaten,Informal,No,Yes,No
Let's go! We have one last chance to make a difference in this campaign. Let's make sure everyone we know has a plan to vote. We can do this together!,Positive,Neutral,Urgent,To Persuade,Informal,No,No,No
I am so over the moon for you! A promotion! You've been working your tail off and this is so well-deserved. I am celebrating for you tonight!,Positive,Joy,Passionate,To Congratulate,Informal,No,No,No
"This customer service call is a complete waste of my time. I've been transferred four times, and each person is less helpful than the last. I'm about to lose my mind.",Negative,Anger,Passionate,To Complain,Informal,No,No,No
"Oh, the city's new public transportation schedule is a masterpiece of convenience. The buses now arrive every two hours, which is perfect for my one-hour commute.",Negative,Anger,Humorous,To Complain,Slang,Yes,No,No
"It's just a bit sad, isn't it? Seeing a classic film get a terrible remake. It feels like they're tarnishing a good memory. I wish they'd just leave it alone.",Negative,Sadness,Calm,To Express Opinion,Informal,No,No,No
"What are the moral implications of using personal data for targeted political advertising, and what regulations could mitigate potential harms to the democratic process?",Neutral,Neutral,Formal,To Question,Formal,No,No,No
"You're a disgusting excuse for a person. Your hateful comments are a reflection of your own miserable life. I hope you get everything you deserve, you absolute trash.",Negative,Anger,Passionate,To Threaten,Slang,No,Yes,No
"You're not recalling our conversation accurately. I never agreed to that. You tend to hear what you want to hear. Let's stick to what was actually said, not what you think was said.",Negative,Neutral,Calm,To Persuade,Informal,No,Yes,Yes
"I just tried the new 'QuickBake' pastry mix and the croissants came out perfectly flaky and delicious, just like a real bakery! It's so easy and saves so much time. You have to try it.",Positive,Joy,Casual,To Persuade,Informal,No,No,Yes
They're not telling you the truth about the new smartphone. It uses a low-frequency signal to make users more suggestible to advertising. A friend in marketing confirmed it's a new secret technology.,Negative,Surprise,Urgent,To Inform,Informal,No,No,Yes
The emphasis on 'personal responsibility' in public health discourse is a political strategy to shift blame from systemic failures to individual behavior.,Negative,Neutral,Formal,To Inform,Formal,No,No,Yes
That was the most hilarious thing I have ever seen! I was laughing so hard I couldn't breathe. My stomach still hurts from it. Absolutely priceless!,Positive,Surprise,Passionate,To Entertain,Informal,No,No,No
